Date,CO2_DRY_ppm,CH4_DRY_ppm,Latitude,Longitude,Time,TempC,SpCond,pH,ODOsat,ODOmgL,TurbFNU
2014-07-24,1759.28,1579.24,46.03419,-89.58019,17:47:07,23.294,90.3,7.38,89.8,7.66,1.19
2014-07-24,1764.73,1584.42,46.03419,-89.58019,17:47:08,23.297,90.3,7.38,89.8,7.66,1.19
2014-07-24,1759.03,1581.23,46.03419,-89.58019,17:47:09,23.299,90.3,7.38,89.8,7.66,1.21
2014-07-24,1764.07,1576.25,46.03419,-89.58019,17:47:10,23.302,90.4,7.38,89.8,7.66,1.27
2014-07-24,1760.84,1574.15,46.03419,-89.58019,17:47:11,23.304,90.4,7.38,89.8,7.66,1.27
2014-07-24,1763.14,1578.52,46.03419,-89.58019,17:47:12,23.307,90.4,7.38,89.8,7.66,1.28
2014-07-24,1761.53,1574.54,46.03419,-89.58019,17:47:13,23.31,90.4,7.38,89.8,7.66,1.3
2014-07-24,1759.51,1576.5,46.03419,-89.58019,17:47:14,23.313,90.4,7.38,89.9,7.66,1.3
2014-07-24,1759.39,1572.71,46.03419,-89.58019,17:47:15,23.315,90.4,7.38,89.9,7.67,1.32
2014-07-24,1756.73,1563.52,46.03419,-89.58019,17:47:16,23.317,90.4,7.38,89.9,7.67,1.34
2014-07-24,1753.76,1557.22,46.03419,-89.58019,17:47:17,23.32,90.4,7.38,90,7.67,1.37
2014-07-24,1763.01,1565.98,46.03419,-89.58019,17:47:18,23.322,90.4,7.38,90,7.68,1.41
2014-07-24,1757.66,1558.48,46.03419,-89.58019,17:47:19,23.325,90.4,7.38,90.1,7.68,1.44
2014-07-24,1760.84,1558.75,46.03419,-89.58019,17:47:20,23.327,90.4,7.38,90.1,7.68,1.44
2014-07-24,1761.83,1556.34,46.03419,-89.58019,17:47:21,23.329,90.4,7.38,90.2,7.69,1.49
2014-07-24,1758.34,1548.34,46.03419,-89.58019,17:47:22,23.331,90.4,7.38,90.2,7.69,1.49
2014-07-24,1760.4,1549.57,46.03419,-89.58019,17:47:23,23.333,90.3,7.38,90.3,7.69,1.48
2014-07-24,1763.51,1550.54,46.03419,-89.58019,17:47:24,23.335,90.3,7.38,90.3,7.7,1.5
2014-07-24,1765.34,1549.25,46.03419,-89.58019,17:47:25,23.337,90.3,7.38,90.3,7.7,1.42
2014-07-24,1767.38,1548.44,46.0342,-89.58019,17:47:26,23.338,90.3,7.38,90.4,7.7,1.41
2014-07-24,1766.13,1550.72,46.0342,-89.58019,17:47:27,23.339,90.3,7.38,90.4,7.7,1.44
2014-07-24,1760.79,1539.15,46.0342,-89.58019,17:47:28,23.34,90.3,7.38,90.4,7.71,1.4
2014-07-24,1770.71,1538.57,46.0342,-89.58019,17:47:29,23.341,90.3,7.38,90.5,7.71,1.39
2014-07-24,1765.28,1537.35,46.0342,-89.58019,17:47:30,23.341,90.3,7.38,90.5,7.71,1.35
2014-07-24,1766.54,1543.88,46.0342,-89.58019,17:47:31,23.342,90.2,7.38,90.5,7.71,1.37
2014-07-24,1767.86,1529.95,46.0342,-89.58019,17:47:32,23.343,90.2,7.38,90.5,7.71,1.36
2014-07-24,1771.08,1536.55,46.0342,-89.58019,17:47:33,23.345,90.2,7.37,90.5,7.71,1.35
2014-07-24,1768.26,1531.14,46.0342,-89.58019,17:47:34,23.346,90.2,7.37,90.5,7.71,1.38
2014-07-24,1775.51,1535.33,46.0342,-89.58019,17:47:35,23.348,90.2,7.37,90.5,7.71,1.4
2014-07-24,1774.2,1536.16,46.0342,-89.58019,17:47:36,23.35,90.2,7.37,90.5,7.71,1.38
2014-07-24,1778.36,1539.31,46.0342,-89.5802,17:47:37,23.352,90.2,7.37,90.5,7.71,1.37
2014-07-24,1774.87,1527.29,46.0342,-89.58022,17:47:38,23.355,90.2,7.37,90.4,7.71,1.35
2014-07-24,1776.07,1535.88,46.0342,-89.58022,17:47:39,23.358,90.1,7.37,90.4,7.7,1.34
2014-07-24,1775.69,1530.1,46.0342,-89.58022,17:47:40,23.361,90.1,7.37,90.4,7.7,1.36
2014-07-24,1780.33,1521.46,46.0342,-89.58022,17:47:41,23.365,90.1,7.37,90.3,7.69,1.35
2014-07-24,1782.03,1527.93,46.0342,-89.58022,17:47:42,23.369,90.1,7.37,90.2,7.68,1.34
2014-07-24,1780.08,1523.83,46.0342,-89.58022,17:47:43,23.373,90.1,7.37,90.2,7.68,1.31
2014-07-24,1783.86,1521.15,46.0342,-89.58023,17:47:44,23.377,90.1,7.37,90.1,7.67,1.29
2014-07-24,1787.51,1519.79,46.0342,-89.58023,17:47:45,23.38,90.1,7.37,90,7.66,1.29
2014-07-24,1789.66,1519.41,46.0342,-89.58023,17:47:46,23.384,90.1,7.37,89.9,7.65,1.27
2014-07-24,1791.68,1520.95,46.0342,-89.58023,17:47:47,23.387,90.1,7.37,89.8,7.64,1.29
2014-07-24,1793.93,1516.65,46.0342,-89.58023,17:47:48,23.391,90.1,7.37,89.7,7.64,1.3
2014-07-24,1800.49,1521.16,46.0342,-89.58023,17:47:49,23.395,90.1,7.37,89.6,7.62,1.26
2014-07-24,1799.48,1518.37,46.0342,-89.58023,17:47:50,23.399,90.1,7.37,89.5,7.62,1.29
2014-07-24,1797.11,1508.84,46.0342,-89.58023,17:47:51,23.402,90.1,7.37,89.3,7.61,1.33
2014-07-24,1808.27,1513.42,46.0342,-89.58023,17:47:52,23.406,90.2,7.36,89.2,7.6,1.38
2014-07-24,1802.59,1504.03,46.0342,-89.58023,17:47:53,23.409,90.2,7.36,89.1,7.59,1.43
2014-07-24,1809.72,1505.65,46.0342,-89.58023,17:47:54,23.413,90.2,7.36,89,7.58,1.49
2014-07-24,1821.09,1511.38,46.0342,-89.58023,17:47:55,23.416,90.2,7.36,88.9,7.57,1.55
2014-07-24,1819.02,1507.87,46.0342,-89.58023,17:47:56,23.419,90.2,7.36,88.8,7.56,1.61
2014-07-24,1817.99,1503.88,46.0342,-89.58023,17:47:57,23.422,90.1,7.36,88.7,7.54,1.69
2014-07-24,1826.54,1504.38,46.0342,-89.58023,17:47:58,23.425,90.1,7.36,88.5,7.53,1.71
2014-07-24,1826.55,1505.56,46.0342,-89.58023,17:47:59,23.427,90.1,7.36,88.4,7.52,1.81
2014-07-24,1826.56,1504.78,46.0342,-89.58023,17:48:00,23.429,90.1,7.36,88.3,7.51,1.82
2014-07-24,1834.8,1502.47,46.0342,-89.58023,17:48:01,23.431,90.1,7.36,88.2,7.5,1.87
2014-07-24,1837.05,1505.99,46.0342,-89.58023,17:48:02,23.432,90.1,7.36,88.1,7.49,1.85
2014-07-24,1839.73,1508.39,46.0342,-89.58023,17:48:03,23.433,90.1,7.36,88,7.48,1.81
2014-07-24,1841.89,1513.84,46.0342,-89.58023,17:48:04,23.434,90.1,7.35,87.8,7.47,1.79
2014-07-24,1848.98,1518.51,46.0342,-89.58023,17:48:05,23.434,90.1,7.35,87.7,7.46,1.74
2014-07-24,1849.86,1520.68,46.0342,-89.58023,17:48:06,23.434,90.1,7.35,87.6,7.46,1.71
2014-07-24,1857.86,1528.83,46.0342,-89.58023,17:48:07,23.434,90.1,7.35,87.5,7.45,1.68
2014-07-24,1858.71,1527.11,46.0342,-89.58023,17:48:08,23.434,90.1,7.35,87.4,7.44,1.69
2014-07-24,1867.08,1529.26,46.0342,-89.58023,17:48:09,23.434,90.1,7.35,87.4,7.43,1.71
2014-07-24,1861.67,1526.45,46.0342,-89.58023,17:48:10,23.433,90.1,7.35,87.3,7.42,1.63
2014-07-24,1873.34,1530.49,46.0342,-89.58023,17:48:11,23.433,90.1,7.35,87.2,7.42,1.58
2014-07-24,1873.8,1527.42,46.0342,-89.58023,17:48:12,23.434,90.1,7.35,87.1,7.41,1.56
2014-07-24,1883.4,1532.69,46.0342,-89.58023,17:48:13,23.435,90.1,7.35,87.1,7.41,1.55
2014-07-24,1882.96,1526.23,46.0342,-89.58023,17:48:14,23.437,90.1,7.34,87,7.4,1.58
2014-07-24,1882.31,1525.93,46.0342,-89.58023,17:48:15,23.44,90.1,7.34,87,7.4,1.64
2014-07-24,1895.93,1537.59,46.0342,-89.58023,17:48:16,23.442,90,7.34,86.9,7.39,1.68
2014-07-24,1897.34,1533.93,46.0342,-89.58023,17:48:17,23.445,90,7.34,86.8,7.39,1.76
2014-07-24,1906.9,1528.12,46.0342,-89.58023,17:48:18,23.448,90,7.34,86.8,7.38,1.88
2014-07-24,1910.4,1526.37,46.0342,-89.58023,17:48:19,23.451,90,7.34,86.7,7.38,1.94
2014-07-24,1915.18,1537.33,46.0342,-89.58023,17:48:20,23.453,90,7.34,86.7,7.37,1.96
2014-07-24,1916.34,1526.69,46.0342,-89.58023,17:48:21,23.455,89.9,7.34,86.6,7.37,1.94
2014-07-24,1927.29,1539.51,46.0342,-89.58023,17:48:22,23.456,89.9,7.34,86.6,7.36,1.92
2014-07-24,1938.62,1547.32,46.0342,-89.58023,17:48:23,23.457,89.9,7.33,86.5,7.36,1.88
2014-07-24,1938.5,1550.83,46.0342,-89.58023,17:48:24,23.457,89.9,7.33,86.5,7.36,1.83
2014-07-24,1949.09,1562.38,46.0342,-89.58023,17:48:25,23.457,89.8,7.33,86.4,7.35,1.83
2014-07-24,1951.24,1562.74,46.0342,-89.58023,17:48:26,23.455,89.8,7.33,86.4,7.35,1.8
2014-07-24,1955.7,1573.41,46.0342,-89.58023,17:48:27,23.453,89.8,7.33,86.3,7.34,1.76
2014-07-24,1964.75,1582.43,46.0342,-89.58023,17:48:28,23.45,89.7,7.33,86.3,7.34,1.81
2014-07-24,1972.82,1590.53,46.0342,-89.58023,17:48:29,23.446,89.7,7.33,86.3,7.34,1.76
2014-07-24,1970.58,1586.04,46.0342,-89.58023,17:48:30,23.443,89.7,7.33,86.2,7.33,1.82
2014-07-24,1980.33,1594.44,46.0342,-89.58023,17:48:31,23.439,89.7,7.32,86.2,7.33,1.78
2014-07-24,1987.11,1599.9,46.0342,-89.58023,17:48:32,23.436,89.6,7.32,86.1,7.33,1.78
2014-07-24,1988.93,1598.28,46.0342,-89.58023,17:48:33,23.432,89.6,7.32,86.1,7.32,1.81
2014-07-24,1991.78,1597.24,46.0342,-89.58023,17:48:34,23.429,89.6,7.32,86.1,7.32,1.81
2014-07-24,1999.68,1598.97,46.0342,-89.58023,17:48:35,23.426,89.6,7.32,86,7.32,1.85
2014-07-24,2002.53,1600.56,46.0342,-89.58023,17:48:36,23.423,89.6,7.32,86,7.31,1.88
2014-07-24,2009.62,1606.11,46.0342,-89.58023,17:48:37,23.421,89.6,7.32,85.9,7.31,1.89
2014-07-24,2008.28,1605.11,46.0342,-89.58023,17:48:38,23.419,89.5,7.31,85.9,7.31,1.91
2014-07-24,2013.03,1605.51,46.0342,-89.58023,17:48:39,23.416,89.5,7.31,85.8,7.31,1.91
2014-07-24,2017.99,1621.66,46.0342,-89.58023,17:48:40,23.415,89.5,7.31,85.8,7.3,1.94
2014-07-24,2022.64,1626.23,46.0342,-89.58023,17:48:41,23.413,89.5,7.31,85.8,7.3,1.97
2014-07-24,2023.1,1619.96,46.0342,-89.58023,17:48:42,23.412,89.5,7.31,85.7,7.3,1.99
2014-07-24,2031.6,1619.52,46.0342,-89.58023,17:48:43,23.41,89.5,7.31,85.7,7.29,1.94
2014-07-24,2035.1,1623.64,46.0342,-89.58023,17:48:44,23.409,89.5,7.31,85.7,7.29,1.79
2014-07-24,2040.19,1623.49,46.0342,-89.58023,17:48:45,23.407,89.4,7.31,85.6,7.29,1.76
2014-07-24,2036.05,1619.32,46.0342,-89.58023,17:48:46,23.405,89.4,7.3,85.6,7.29,1.69
2014-07-24,2046.83,1622.18,46.0342,-89.58023,17:48:47,23.402,89.4,7.3,85.6,7.28,1.63
2014-07-24,2054.23,1631.59,46.0342,-89.58023,17:48:48,23.398,89.4,7.3,85.5,7.28,1.59
2014-07-24,2052.97,1617.5,46.0342,-89.58023,17:48:49,23.394,89.4,7.3,85.5,7.28,1.58
2014-07-24,2054.17,1615.79,46.0342,-89.58023,17:48:50,23.391,89.4,7.3,85.5,7.28,1.58
2014-07-24,2059.27,1611.42,46.0342,-89.58023,17:48:51,23.386,89.4,7.3,85.5,7.28,1.58
2014-07-24,2062.59,1607.89,46.0342,-89.58023,17:48:52,23.382,89.3,7.3,85.5,7.28,1.62
2014-07-24,2066.72,1611.8,46.0342,-89.58023,17:48:53,23.379,89.3,7.3,85.4,7.27,1.64
2014-07-24,2068.12,1603.15,46.0342,-89.58023,17:48:54,23.376,89.3,7.3,85.4,7.27,1.64
2014-07-24,2078.93,1610.87,46.0342,-89.58023,17:48:55,23.373,89.3,7.3,85.4,7.28,1.67
2014-07-24,2078.78,1599.34,46.0342,-89.58023,17:48:56,23.37,89.2,7.3,85.4,7.28,1.68
2014-07-24,2083.41,1604.06,46.0342,-89.58023,17:48:57,23.368,89.2,7.3,85.4,7.28,1.66
2014-07-24,2089.42,1606.72,46.0342,-89.58023,17:48:58,23.365,89.2,7.29,85.5,7.28,1.65
2014-07-24,2094.24,1598.01,46.0342,-89.58023,17:48:59,23.364,89.1,7.29,85.5,7.28,1.66
2014-07-24,2095.58,1596.42,46.0342,-89.58023,17:49:00,23.364,89.1,7.29,85.5,7.28,1.65
2014-07-24,2094.79,1591.08,46.0342,-89.58023,17:49:01,23.364,89,7.29,85.5,7.28,1.63
2014-07-24,2102.23,1597.29,46.0342,-89.58023,17:49:02,23.365,89,7.29,85.5,7.29,1.56
2014-07-24,2107.46,1590.55,46.0342,-89.58023,17:49:03,23.366,88.9,7.29,85.6,7.29,1.51
2014-07-24,2115.05,1594.72,46.0342,-89.58023,17:49:04,23.368,88.9,7.29,85.6,7.29,1.48
2014-07-24,2114.78,1588.61,46.0342,-89.58023,17:49:05,23.37,88.9,7.29,85.6,7.29,1.49
2014-07-24,2121.55,1587.77,46.0342,-89.58023,17:49:06,23.373,88.8,7.29,85.6,7.29,1.47
2014-07-24,2124.24,1584.49,46.0342,-89.58023,17:49:07,23.376,88.8,7.29,85.7,7.3,1.5
2014-07-24,2128.42,1586.53,46.0342,-89.58023,17:49:08,23.38,88.8,7.29,85.7,7.3,1.48
2014-07-24,2127.81,1587.66,46.0342,-89.58023,17:49:09,23.384,88.7,7.29,85.7,7.3,1.49
2014-07-24,2131.5,1587.65,46.0342,-89.58023,17:49:10,23.388,88.7,7.29,85.7,7.3,1.54
2014-07-24,2142.24,1589.2,46.0342,-89.58023,17:49:11,23.392,88.6,7.28,85.7,7.3,1.63
2014-07-24,2140.15,1590.95,46.0342,-89.58023,17:49:12,23.397,88.6,7.28,85.8,7.3,1.76
2014-07-24,2138.32,1584.46,46.0342,-89.58023,17:49:13,23.402,88.6,7.28,85.8,7.3,1.8
2014-07-24,2141.42,1587.62,46.0342,-89.58023,17:49:14,23.407,88.5,7.28,85.8,7.3,1.83
2014-07-24,2143.66,1586.23,46.0342,-89.58023,17:49:15,23.411,88.5,7.28,85.8,7.3,1.92
2014-07-24,2157.98,1593.68,46.0342,-89.58023,17:49:16,23.416,88.5,7.28,85.8,7.3,2.01
2014-07-24,2153.08,1576.99,46.0342,-89.58023,17:49:17,23.421,88.4,7.28,85.8,7.31,2.07
2014-07-24,2159.51,1586.88,46.0342,-89.58023,17:49:18,23.425,88.4,7.28,85.9,7.31,2.16
2014-07-24,2159.18,1578.34,46.0342,-89.58023,17:49:19,23.428,88.4,7.28,85.9,7.31,2.17
2014-07-24,2166.83,1583.95,46.0342,-89.58023,17:49:20,23.43,88.3,7.28,86,7.31,2.15
2014-07-24,2161.06,1585.81,46.0342,-89.58023,17:49:21,23.433,88.3,7.28,86,7.32,2.16
2014-07-24,2168.15,1588.36,46.0342,-89.58023,17:49:22,23.435,88.3,7.27,86.1,7.32,2.13
2014-07-24,2172.88,1589.16,46.0342,-89.58023,17:49:23,23.438,88.3,7.27,86.1,7.32,2.13
2014-07-24,2174.84,1592.32,46.0342,-89.58023,17:49:24,23.441,88.2,7.27,86.1,7.33,2.09
2014-07-24,2172.64,1591.08,46.0342,-89.58023,17:49:25,23.443,88.2,7.27,86.2,7.33,1.93
2014-07-24,2173.72,1593.03,46.0342,-89.58023,17:49:26,23.446,88.2,7.27,86.2,7.34,1.87
2014-07-24,2188.34,1597.62,46.0342,-89.58023,17:49:27,23.449,88.1,7.27,86.3,7.34,1.8
2014-07-24,2188.87,1590.41,46.0342,-89.58023,17:49:28,23.452,88.1,7.27,86.3,7.34,1.87
2014-07-24,2192.65,1594.17,46.0342,-89.58023,17:49:29,23.456,88.1,7.27,86.4,7.35,1.8
2014-07-24,2182.56,1593.35,46.0342,-89.58023,17:49:30,23.459,88.1,7.27,86.4,7.35,1.76
2014-07-24,2184.75,1586.28,46.0342,-89.58023,17:49:31,23.463,88,7.27,86.4,7.35,1.69
2014-07-24,2198.08,1594.84,46.0342,-89.58023,17:49:32,23.467,88,7.27,86.5,7.35,1.66
2014-07-24,2194.61,1589.53,46.0342,-89.58023,17:49:33,23.471,88,7.27,86.5,7.35,1.62
2014-07-24,2199.55,1586.59,46.0342,-89.58023,17:49:34,23.473,88,7.27,86.5,7.35,1.63
2014-07-24,2190.71,1578.27,46.0342,-89.58023,17:49:35,23.475,88,7.26,86.5,7.35,1.68
2014-07-24,2193.37,1578.48,46.0342,-89.58023,17:49:36,23.476,87.9,7.26,86.5,7.35,1.76
2014-07-24,2204.64,1588.66,46.0342,-89.58023,17:49:37,23.475,87.9,7.26,86.5,7.35,1.85
2014-07-24,2207.59,1586.64,46.0342,-89.58023,17:49:38,23.473,87.9,7.26,86.5,7.35,1.9
2014-07-24,2205.51,1582.2,46.0342,-89.58023,17:49:39,23.471,87.9,7.26,86.5,7.35,1.9
2014-07-24,2207.28,1576.7,46.0342,-89.58023,17:49:40,23.469,87.9,7.26,86.5,7.35,1.91
2014-07-24,2201.07,1569.35,46.0342,-89.58023,17:49:41,23.465,87.9,7.26,86.5,7.35,1.87
2014-07-24,2213.41,1575.33,46.0342,-89.58023,17:49:42,23.461,87.9,7.26,86.5,7.35,1.84
2014-07-24,2204.56,1573.84,46.0342,-89.58023,17:49:43,23.457,87.9,7.26,86.5,7.36,1.86
2014-07-24,2214.21,1577.83,46.0342,-89.58023,17:49:44,23.452,87.9,7.26,86.5,7.36,1.87
2014-07-24,2210.95,1571.74,46.0342,-89.58023,17:49:45,23.447,87.9,7.26,86.5,7.36,1.84
2014-07-24,2221.82,1578.43,46.0342,-89.58023,17:49:46,23.442,87.9,7.26,86.6,7.36,1.84
2014-07-24,2222.11,1577.84,46.0342,-89.58023,17:49:47,23.437,87.9,7.26,86.6,7.36,1.86
2014-07-24,2214.72,1571.47,46.0342,-89.58023,17:49:48,23.434,87.9,7.26,86.6,7.37,1.86
2014-07-24,2225.2,1581.04,46.0342,-89.58023,17:49:49,23.431,87.9,7.26,86.6,7.37,1.84
2014-07-24,2226.12,1572.45,46.0342,-89.58023,17:49:50,23.43,87.9,7.26,86.6,7.37,1.78
2014-07-24,2230.97,1573.42,46.0342,-89.58023,17:49:51,23.428,87.9,7.26,86.6,7.37,1.7
2014-07-24,2236.67,1569.92,46.0342,-89.58023,17:49:52,23.427,87.9,7.26,86.6,7.36,1.62
2014-07-24,2232.13,1570.95,46.0342,-89.58023,17:49:53,23.426,87.9,7.26,86.5,7.36,1.68
2014-07-24,2236.29,1573.79,46.0342,-89.58023,17:49:54,23.425,87.9,7.26,86.5,7.36,1.7
2014-07-24,2233.46,1566.09,46.0342,-89.58023,17:49:55,23.424,87.9,7.26,86.4,7.35,1.74
2014-07-24,2239.13,1566.01,46.0342,-89.58023,17:49:56,23.423,87.9,7.26,86.4,7.35,1.81
2014-07-24,2244.36,1573.61,46.0342,-89.58023,17:49:57,23.422,87.9,7.26,86.3,7.35,1.83
2014-07-24,2239.43,1563.61,46.0342,-89.58023,17:49:58,23.422,87.9,7.26,86.3,7.34,1.75
2014-07-24,2243.07,1568.31,46.0342,-89.58023,17:49:59,23.421,87.9,7.26,86.2,7.34,1.73
2014-07-24,2238.47,1560.83,46.0342,-89.58023,17:50:00,23.421,87.9,7.26,86.2,7.33,1.73
2014-07-24,2243.03,1564.39,46.0342,-89.58023,17:50:01,23.421,87.9,7.25,86.1,7.33,1.72
2014-07-24,2249.28,1569.14,46.0342,-89.58023,17:50:02,23.421,87.9,7.25,86.1,7.33,1.71
2014-07-24,2248.44,1563.42,46.0342,-89.58023,17:50:03,23.42,87.9,7.25,86.1,7.32,1.71
2014-07-24,2249.2,1569.66,46.0342,-89.58023,17:50:04,23.42,87.9,7.25,86,7.32,1.68
2014-07-24,2253.53,1566.88,46.0342,-89.58023,17:50:05,23.419,87.9,7.25,86,7.32,1.75
2014-07-24,2246.48,1555.83,46.0342,-89.58023,17:50:06,23.419,87.9,7.25,85.9,7.31,1.72
2014-07-24,2248.49,1553.58,46.0342,-89.58023,17:50:07,23.418,87.9,7.25,85.9,7.31,1.69
2014-07-24,2253.43,1561.75,46.0342,-89.58023,17:50:08,23.417,87.9,7.25,85.9,7.31,1.67
2014-07-24,2257.36,1563.22,46.0342,-89.58023,17:50:09,23.416,87.9,7.25,85.9,7.31,1.75
2014-07-24,2264.1,1558.52,46.0342,-89.58023,17:50:10,23.415,87.9,7.25,85.8,7.31,1.79
2014-07-24,2249.93,1550.01,46.0342,-89.58023,17:50:11,23.414,87.9,7.25,85.8,7.31,1.84
2014-07-24,2254.09,1554.32,46.0342,-89.58023,17:50:12,23.413,87.8,7.25,85.9,7.31,1.87
2014-07-24,2261.03,1555.03,46.0342,-89.58023,17:50:13,23.413,87.8,7.25,85.9,7.31,1.89
2014-07-24,2252.32,1548.84,46.0342,-89.58023,17:50:14,23.412,87.8,7.25,85.9,7.31,1.94
2014-07-24,2264.8,1552.93,46.0342,-89.58023,17:50:15,23.412,87.8,7.25,86,7.32,1.98
2014-07-24,2266.44,1555.93,46.0342,-89.58023,17:50:16,23.413,87.8,7.25,86,7.32,2.01
2014-07-24,2261.5,1552.79,46.0342,-89.58023,17:50:17,23.414,87.8,7.25,86.1,7.32,1.98
2014-07-24,2265.5,1551.42,46.0342,-89.58023,17:50:18,23.417,87.8,7.25,86.1,7.33,2.07
2014-07-24,2262.75,1548.43,46.0342,-89.58023,17:50:19,23.42,87.8,7.25,86.2,7.34,2.12
2014-07-24,2266.22,1549.41,46.0342,-89.58023,17:50:20,23.423,87.7,7.25,86.3,7.34,2.15
2014-07-24,2265.06,1546.77,46.0342,-89.58023,17:50:21,23.427,87.7,7.25,86.4,7.35,2.15
2014-07-24,2265.32,1550.31,46.0342,-89.58023,17:50:22,23.432,87.7,7.25,86.5,7.36,2.25
2014-07-24,2269.18,1549.06,46.0342,-89.58023,17:50:23,23.44,87.7,7.25,86.6,7.37,2.18
2014-07-24,2269.19,1548.6,46.0342,-89.58024,17:50:24,23.45,87.6,7.25,86.7,7.37,2.16
2014-07-24,2270.8,1547.45,46.0342,-89.58024,17:50:25,23.462,87.6,7.25,86.8,7.38,2.15
2014-07-24,2276.14,1546.4,46.0342,-89.58024,17:50:26,23.473,87.5,7.25,86.9,7.39,2.12
2014-07-24,2279.4,1549.29,46.0342,-89.58024,17:50:27,23.486,87.5,7.25,87,7.39,2.33
2014-07-24,2273.2,1547.05,46.0342,-89.58024,17:50:28,23.499,87.5,7.25,87.1,7.4,2.44
2014-07-24,2277.83,1543.91,46.0342,-89.58024,17:50:29,23.514,87.4,7.25,87.2,7.41,2.58
2014-07-24,2269.36,1539.28,46.0342,-89.58024,17:50:30,23.526,87.4,7.25,87.3,7.42,2.7
2014-07-24,2281.76,1544.84,46.0342,-89.58024,17:50:31,23.539,87.4,7.25,87.4,7.42,2.79
2014-07-24,2280.32,1538.34,46.0342,-89.58024,17:50:32,23.551,87.3,7.25,87.5,7.43,2.88
2014-07-24,2281.12,1542.64,46.0342,-89.58024,17:50:33,23.566,87.3,7.24,87.6,7.44,2.84
2014-07-24,2282.12,1545.3,46.0342,-89.58024,17:50:34,23.581,87.3,7.24,87.7,7.44,2.82
2014-07-24,2281.91,1537.06,46.0342,-89.58024,17:50:35,23.596,87.3,7.24,87.8,7.45,2.8
2014-07-24,2291.42,1544.49,46.0342,-89.58024,17:50:36,23.607,87.2,7.24,87.9,7.45,2.79
2014-07-24,2285.63,1535.77,46.0342,-89.58024,17:50:37,23.617,87.2,7.24,87.9,7.46,2.73
2014-07-24,2289.1,1541.09,46.0342,-89.58024,17:50:38,23.625,87.2,7.24,88,7.46,2.72
2014-07-24,2287.04,1549.02,46.0342,-89.58024,17:50:39,23.633,87.2,7.24,88,7.46,2.69
2014-07-24,2292.4,1539.85,46.0342,-89.58024,17:50:40,23.64,87.2,7.24,88,7.46,2.66
2014-07-24,2295.06,1538.63,46.0342,-89.58024,17:50:41,23.645,87.2,7.24,88,7.46,2.53
2014-07-24,2297.05,1546.81,46.0342,-89.58024,17:50:42,23.649,87.2,7.24,87.9,7.45,2.41
2014-07-24,2295.44,1543.73,46.0342,-89.58024,17:50:43,23.653,87.2,7.24,87.9,7.45,2.19
2014-07-24,2295.22,1535.41,46.0342,-89.58024,17:50:44,23.657,87.2,7.24,87.8,7.44,2.14
